sample,MX1303_C5JC4ACXX_3_TAGGAT,MX1304_C5JC4ACXX_4_CCGGTG,MX1305_C5JC4ACXX_5_TGTTGG,MX1306_C5JC4ACXX_6_GTATAG,MX1307_C5JC4ACXX_7_AGCATC,MX1307_C5JC4ACXX_7_CAGGCC,MX1310_C5JC1ACXX_4_CTCTAC,MX1310_C5JC1ACXX_4_GGAACT,MX1310_C5JC1ACXX_4_GGACGG,MX1310_C5JC1ACXX_4_TGACAT,MX1355_C6RGTANXX_2_AAGCTA,MX1355_C6RGTANXX_2_ACATCG,MX1355_C6RGTANXX_2_CAAGTT,MX1355_C6RGTANXX_2_CATTCA,MX1355_C6RGTANXX_2_GGAACT,MX1356_C6RGTANXX_3_ATGGCA,MX1356_C6RGTANXX_3_CCTTGC,MX1356_C6RGTANXX_3_CGGCCT,MX1356_C6RGTANXX_3_GCGTGG,MX1356_C6RGTANXX_3_GCTGTA,MX1356_C6RGTANXX_3_GTATAG,MX1356_C6RGTANXX_3_TAGTTG,MX1356_C6RGTANXX_3_TGACAT,MX1357_C6RGTANXX_4_AATTAT,MX1357_C6RGTANXX_4_AGTCTT,MX1357_C6RGTANXX_4_CATGGG,MX1357_C6RGTANXX_4_GCCTAA,MX1357_C6RGTANXX_4_GTAGCC,MX1357_C6RGTANXX_4_TATCGT,MX1357_C6RGTANXX_4_TCTGAG
hsa-miR-3187-3p,0.348,0.386,0,0.303,0.307,0,0.268,0.284,0.32,0.473,0.388,0.316,0.56,0.341,0.179,0.146,0.198,0.129,0.204,0.21,0.348,0,0.244,0.196,0.029,0,0.143,0.115,0.08,0.447
hsa-miR-3187-5p,0.087,0,0,0,0,0,0.045,0.095,0.074,0.139,0,0.035,0,0,0,0,0,0,0,0.03,0.07,0,0.022,0,0,0,0.071,0,0.027,0.06
hsa-miR-3188,0.435,0.451,0.685,0.759,0.653,0.702,0.447,0.284,0.861,1.448,0,0.281,0,0.114,0.628,0.583,0,0.129,0.272,0.12,0.348,0,0.843,0.196,0.719,0.586,0.606,0.459,0.959,0.686
hsa-miR-3189-3p,0.174,0.837,0.171,0.202,0.115,0.319,0,0.118,0.074,0.251,1.554,0.773,0.187,0.454,0.179,0,0,0.643,0.068,0.15,0.07,1.477,0.244,0.196,0.115,0,0.107,0.115,0.053,0.179
hsa-miR-3189-5p,0,0,0,0,0,0.064,0,0,0,0,0,0.07,0,0.114,0,0,0,0,0,0,0,0,0,0,0.029,0,0.071,0.057,0,0
hsa-miR-3190-3p,0,0.451,0.103,0.101,0.115,0.319,0,0.047,0.049,0.167,0,0.211,0,0,0,0,0.066,0,0,0.06,0.07,0.591,0.311,0,0.115,0,0.107,0.172,0.053,0.239
hsa-miR-3190-5p,0,0,0.069,0,0.077,0.064,0.134,0.071,0.025,0.167,0,0.386,0,0,0.09,0,0.066,0,0,0,0.07,0,0.133,0,0.029,0.234,0,0.23,0.027,0.089
hsa-miR-3191-3p,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3191-5p,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3192-3p,0,0.064,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3192-5p,0,0.064,0.034,0,0.115,0.064,0,0.047,0.025,0.111,0,0,0,0.114,0.09,0,0,0,0,0.12,0.035,0,0.044,0,0.058,0,0.036,0,0.027,0.06
hsa-miR-3193,0,0,0,0,0.077,0,0.045,0.024,0.025,0,0,0,0,0,0,0,0.132,0,0,0,0.035,0,0.044,0,0.029,0,0.036,0,0,0
hsa-miR-3194-3p,0,0,0.069,0.101,0,0,0,0.047,0.025,0.084,0,0,0,0.114,0,0,0,0,0,0.06,0,0,0.044,0,0.029,0,0,0,0.053,0
hsa-miR-3194-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
hsa-miR-3195,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.03
hsa-miR-3196,1.306,0.515,0.343,0.607,0.115,0.128,40.169,0.284,0.812,4.121,0,0.211,0.187,0.454,0.269,0,1.254,0.129,0.681,2.071,0.035,0.591,1.131,0.392,0.288,0.117,0.036,0.057,1.892,0.835
hsa-miR-3197,0,0,0.069,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0.066,0,0.136,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3199,1.132,0.901,0.788,0.658,0.538,0.51,0.268,0.592,0.418,1.225,0,0.281,0.187,0.795,0.986,0.146,0.396,0.257,0.476,0.42,0.522,0.886,0.466,0,0.144,0,0.463,0.345,0.746,0.656
hsa-miR-3199,1.132,0.901,0.788,0.658,0.538,0.51,0.268,0.592,0.418,1.225,0,0.281,0.187,0.795,0.986,0.146,0.396,0.257,0.476,0.42,0.522,0.886,0.466,0,0.144,0,0.463,0.345,0.746,0.656
hsa-miR-32-3p,0,0.064,0.137,0,0,0,0,0.071,0.025,0.056,0,0.035,0.187,0,0,0,0,0,0.068,0.03,0,0,0.044,0,0,0.117,0.071,0,0,0.06
hsa-miR-32-5p,0.523,0.966,0.411,0.354,0.154,0.255,2.458,1.089,0.615,2.395,1.165,1.019,0.747,3.973,2.241,1.312,1.452,0.129,1.429,1.771,0.906,0.591,1.708,0.392,0.719,0.469,0.178,0.287,1.732,2.207
hsa-miR-3200-3p,1.916,2.962,0.411,1.315,0.806,1.339,1.117,1.445,3.15,2.812,2.33,1.265,0.187,0.568,1.524,1.312,1.452,0.129,1.293,0.78,1.707,0.295,2.351,0.98,0.144,0.352,1.033,0.919,1.146,1.729
hsa-miR-3200-5p,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0.295,0.044,0,0,0,0,0,0.027,0
hsa-miR-3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3202,0,0,0.137,0,0.038,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0.057,0,0.089
hsa-miR-3202,0,0,0.103,0,0.038,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0.057,0,0.089
hsa-miR-320a,18.726,18.672,21.14,12.088,14.708,10.013,28.82,17.454,27.025,31.327,39.617,27.16,25.955,29.402,64.284,13.264,23.9,7.841,30.831,15.64,19.365,12.998,19.854,20.392,21.139,10.317,19.208,14.933,19.609,28.894
hsa-miR-320b,18.378,20.603,21.928,14.162,15.707,10.46,30.026,14.28,23.924,27.93,27.965,18.903,20.54,21.115,55.587,16.034,20.797,6.041,26.271,17.741,15.639,8.567,20.608,19.019,17.371,9.145,15.894,11.946,18.01,24.958
hsa-miR-320b,18.029,20.088,20.421,13.454,15.207,9.694,29.624,13.641,23.038,26.983,27.576,17.217,19.42,20.547,53.346,16.034,18.948,5.399,23.072,17.471,14.28,7.385,19.521,18.431,15.531,9.028,14.326,10.97,17.344,22.692
hsa-miR-320c,11.671,9.851,13.808,10.571,9.869,5.868,23.726,8.194,14.596,18.379,20.974,11.946,13.818,14.871,39.449,9.329,10.893,3.085,13.68,12.398,7.593,3.545,11.069,10.98,8.254,4.69,7.127,6.318,10.018,14.79
hsa-miR-320c,8.971,6.825,10.107,7.334,6.144,3.253,20.241,6.11,9.845,14.536,18.643,11.244,13.258,13.055,34.249,6.122,8.187,2.314,10.89,9.606,5.155,3.249,7.498,8.235,5.666,3.4,4.989,4.939,6.874,11.54
hsa-miR-320d,3.223,2.511,2.981,1.72,2.035,0.957,4.558,1.918,2.88,3.23,14.759,8.644,9.336,7.492,19.186,2.186,2.905,1.414,3.743,2.251,2.647,0.886,2.307,3.137,2.847,1.641,2.637,2.412,2.558,4.354
hsa-miR-320d,3.223,2.511,2.981,1.72,2.035,0.957,4.558,1.918,2.88,3.258,14.759,8.644,9.336,7.492,19.186,2.186,2.905,1.414,3.743,2.251,2.647,0.886,2.307,3.137,2.847,1.641,2.637,2.412,2.558,4.354
hsa-miR-320e,0.087,0.258,0.103,0.253,0.23,0,0.179,0.095,0.123,0.084,1.554,0.597,1.12,0.681,1.255,0,0.066,0,0.136,0.18,0.174,0,0.266,0,0.115,0,0.107,0.23,0.186,0.209
hsa-miR-323a-3p,408.925,442.651,151.304,227.354,181.989,157.024,321.932,278.005,324.23,423.432,157.301,135.204,152.744,171.983,205.044,62.386,250.154,102.445,413.804,61.659,226.915,106.936,141.73,64.508,36.353,27.903,83.319,40.605,106.943,237.504
hsa-miR-323a-5p,3.048,2.189,1.336,1.315,0.998,0.957,1.787,2.629,1.994,2.506,1.165,1.616,1.867,1.703,1.883,1.312,2.377,1.542,2.246,0.36,2.299,1.182,0.998,0.784,0.316,0.938,1.069,0.172,0.799,1.968
hsa-miR-323b-3p,38.584,28.008,38.271,40.109,26.69,8.546,32.126,52.03,50.876,82.453,26.799,33.169,15.872,15.666,14.345,14.43,41.791,29.692,52.338,8.375,29.187,39.879,9.605,15.294,12.022,5.041,25.088,12.693,26.003,18.279
hsa-miR-323b-5p,0,0.386,0.206,0,0,0,0.491,0.142,0.517,0.251,0,0.316,0,0.227,0.269,0.146,0.462,0.129,0.204,0.12,0.279,0,0.067,0,0.029,0,0.143,0,0.16,0.06
hsa-miR-324-3p,10.452,9.465,6.75,9.711,6.797,4.847,6.658,12.173,6.621,9.579,2.719,3.197,2.614,4.768,4.035,3.79,6.074,1.8,7.487,4.533,5.642,1.477,6.588,4.51,4.141,3.517,4.954,4.767,4.849,7.306
hsa-miR-324-5p,0.087,0.386,0.137,0.405,0.269,0.255,0.402,0.426,0.911,0.585,1.165,1.019,0.56,1.362,0.717,0.292,0.396,0.257,0.068,0.3,0.348,0.591,0.577,0.196,0.288,0.234,0.784,0.574,0.506,0.447
hsa-miR-325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-326,1.045,3.026,1.336,1.517,1.536,1.467,0.983,2.037,1.083,2.673,2.719,1.932,1.494,1.362,1.972,2.186,1.32,1.028,2.654,0.871,1.324,0.295,2.041,1.373,0.777,1.055,1.319,0.517,1.599,2.713
hsa-miR-328-3p,0.523,0.644,0.343,1.012,0.538,0.383,0.089,0.782,1.009,1.392,2.33,0.773,1.494,0.568,1.076,0.292,0.33,0.129,0.34,0.42,0.488,0,0.71,0.588,0.489,0.234,0.535,0.632,0.586,1.223
hsa-miR-328-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-329-3p,37.104,54.792,42.177,37.985,33.026,19.58,24.218,37.252,33.523,43.023,22.916,21.679,16.992,26.337,33.8,29.735,34.133,9.383,34.847,14.619,34.307,18.02,19.477,21.176,12.568,5.862,23.663,17.689,19.129,27.97
hsa-miR-329-5p,0.174,0.579,0.171,0.303,0.422,0.191,0.089,0.213,0.468,0.529,0.388,0.492,0.373,0.227,0.448,0.146,0.66,0.129,0.749,0.15,0.453,0.295,0.288,0.392,0.029,0.117,0.321,0,0.293,0.388
hsa-miR-329-3p,37.104,54.792,42.177,37.985,33.026,19.58,24.218,37.252,33.523,43.023,22.916,21.679,16.992,26.337,33.8,29.735,34.133,9.383,34.847,14.619,34.307,18.02,19.477,21.176,12.568,5.862,23.663,17.689,19.129,27.97
hsa-miR-329-5p,0.174,0.579,0.171,0.303,0.422,0.191,0.089,0.213,0.468,0.529,0.388,0.492,0.373,0.227,0.448,0.146,0.66,0.129,0.749,0.15,0.453,0.295,0.288,0.392,0.029,0.117,0.321,0,0.293,0.388
hsa-miR-330-3p,0.435,0.837,0.308,0.708,0.998,0.574,0.357,0.663,0.738,0.64,0.777,0.492,0.187,0.908,0.807,0.146,0.66,0,0.272,0.54,0.383,0.295,0.754,0.196,0.288,0.117,0.249,0.345,0.373,0.537
hsa-miR-330-5p,0.348,0.193,0.24,0.152,0.384,0.128,0.491,0.237,0.394,0.501,0.388,0.703,0.56,0.681,0.359,0.146,0.528,0.129,0.681,0.51,0.766,0,0.621,0.392,0.46,0.234,0.677,0.632,0.719,0.835
hsa-miR-331-3p,44.681,49.513,42.349,73.239,50.922,45.156,27.032,35.547,53.608,56.974,65.639,70.764,35.478,30.65,27.794,36.149,34.463,52.958,30.559,51.752,73.665,45.197,57.3,99.802,71.556,89.689,53.313,66.852,58.72,60.293
hsa-miR-331-5p,4.268,5.988,3.495,3.389,2.88,2.232,6.658,5.044,3.815,4.01,4.661,6.535,5.042,3.86,2.062,3.498,2.509,3.342,5.445,4.743,4.632,7.09,4.925,4.314,2.646,2.345,3.1,2.987,4.263,4.592
hsa-miR-335-3p,"1,446.52",791.041,468.884,741.291,626.574,326.103,684.302,"1,112.07",673.146,664.415,521.619,"1,106.48",573.629,343.512,409.461,257.705,772.381,487.544,675.357,371.784,477.341,572.491,485.528,359.404,207.765,243.744,388.155,342.76,353.998,508.793
hsa-miR-335-5p,405.093,321.542,205.233,355.017,235.945,192.932,966.914,214.489,548.505,413.073,281.589,211.31,90.563,919.513,331.101,730.26,616.505,169.541,825.021,"1,120",499.04,101.914,611.996,691.946,374.69,351.254,270.911,296.182,606.995,491.021
hsa-miR-337-3p,"4,222.60","3,394.86","1,533.46","2,215.58","1,397","1,495.43","2,537.93","1,807.59","2,016.68","3,365.63","1,061.49",897.205,704.152,"1,385.40","1,488.93","1,368.98","1,770.22",515.694,"3,681.15","1,049.31","1,511.50",454.625,"1,483.34","1,474.09",497.727,461.93,680.27,586.907,"1,665.39","2,031.06"
hsa-miR-337-5p,12.803,8.177,4.968,10.217,5.223,3.444,18.677,5.163,12.134,13.004,6.603,3.443,1.867,7.833,5.917,5.83,7.262,2.442,12.659,8.856,7.593,1.182,6.855,6.078,4.429,2.697,4.276,4.537,7.726,7.604
hsa-miR-338-3p,0.261,0.322,0.377,0.455,0.307,0.191,0.223,0.616,0.541,0.557,2.719,2.178,5.602,3.746,4.124,0.292,0.528,0.257,0.272,0.961,0.836,0.295,0.754,0.196,0.489,0.469,0.641,0.861,0.426,0.954
hsa-miR-338-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-339-3p,0,0.129,0.206,0.101,0,0,0.223,0.118,0.197,0.278,0.388,0.105,0,0,0,0,0.066,0.129,0.136,0.06,0.104,0,0.222,0,0.058,0,0.036,0.115,0,0.03
hsa-miR-339-5p,24.387,14.68,6.818,14.719,7.949,8.483,28.418,12.125,25.499,34.084,23.692,28.601,12.697,28.721,23.131,23.322,41.395,11.697,47.574,22.484,32.81,9.748,27.929,46.666,16.307,15.945,45.366,28.085,29.067,23.199
hsa-miR-33a-3p,7.839,6.117,2.844,2.276,3.648,3.125,4.111,5.115,3.84,6.822,4.661,8.995,3.735,5.108,4.752,1.603,3.961,2.956,8.371,2.251,4.667,6.794,5.346,1.373,1.639,1.407,1.639,3.101,3.011,5.815
hsa-miR-33a-5p,62.449,50.285,26.005,16.641,21.928,15.435,163.312,23.516,47.922,90.696,69.523,91.108,48.923,53.695,39.538,30.464,59.089,58.999,197.85,42.236,80.735,71.783,68.103,73.136,27.984,32.593,27.512,32.335,49.422,70.431
hsa-miR-33b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-33b-5p,0,0.064,0.034,0,0.038,0.064,0.134,0.047,0.074,0.084,0.388,0.597,0.56,0,0.179,0,0.132,0,0.204,0.06,0.209,0,0.177,0,0.086,0.469,0.178,0.287,0.186,0.06
hsa-miR-340-3p,0,0.129,0.069,0,0.192,0,0.134,0.071,0.098,0.084,0.388,0.211,0,0.114,0.09,0.292,0.066,0,0.068,0.09,0.139,0,0.111,0,0,0.117,0.107,0.115,0.053,0.149
hsa-miR-340-5p,0.348,0.322,0.582,0.303,0.422,0.446,0.447,0.568,0.64,0.334,0,0.457,0,1.135,1.076,0.583,0.396,0,0.817,0.15,0.279,0,0.244,0.588,0.144,0.117,0.036,0.287,0.186,0.209
hsa-miR-342-3p,112.443,117.439,89.391,97.163,100.653,56.508,57.952,131.294,146.867,175.766,136.328,155.724,84.775,103.871,102.657,118.649,199.45,84.706,212.755,180.353,243.32,77.691,151.025,97.253,54.99,51.234,122.02,74.605,195.369,154.579
hsa-miR-342-5p,8.623,7.662,7.641,6.626,6.567,6.25,2.279,8.431,7.039,8.577,12.429,7.414,5.602,5.449,5.738,5.102,8.847,5.399,6.398,3.062,7.349,6.794,5.413,4.51,4.832,4.572,6.985,5.112,5.648,8.468
hsa-miR-345-3p,0.087,0.064,0.103,0.051,0.077,0,0,0.142,0.098,0.028,0,0.457,0.187,0.114,0,0,0.066,0,0.204,0,0,0,0.067,0,0.029,0,0.036,0.057,0.027,0.119
hsa-miR-345-5p,15.416,10.431,6.167,10.166,4.032,4.401,9.696,10.325,11.617,12.141,14.371,15.144,9.523,8.4,5.379,4.81,10.761,7.841,14.429,5.614,9.3,10.634,8.496,4.902,4.141,2.462,7.306,6.547,6.474,11.361
hsa-miR-346,0,0,0,0,0,0,0,0,0.049,0.084,0,0.035,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0.06
hsa-miR-34a-3p,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0.117,0.036,0,0.027,0.03
hsa-miR-34a-5p,0.261,0.258,0.343,0.253,0.192,0.128,0.268,0.663,0.418,0.557,1.554,1.862,1.494,1.249,1.703,0.146,0.792,0.514,0.681,0.66,0.766,0,1.752,0.588,0.69,0.703,0.962,0.861,0.986,1.938
hsa-miR-34b-3p,5.574,3.541,2.501,1.77,2.803,1.913,1.787,3.15,1.501,2.618,4.661,2.178,1.681,1.703,1.793,2.769,1.386,2.314,4.356,2.462,3.762,0.591,4.237,3.137,3.595,2.11,4.455,2.584,3.49,2.713
hsa-miR-34b-5p,1.655,0.451,0.548,0.607,0.691,0.829,0.313,0.687,0.665,0.613,2.33,0.878,1.494,0.568,0.897,1.166,0.528,0.257,1.906,0.54,2.334,0.886,2.13,1.373,4.026,0.821,8.517,5.284,1.199,0.895
hsa-miR-34c-3p,5.661,3.606,6.236,4.299,4.723,1.658,3.709,5.849,2.289,2.84,2.33,1.687,1.307,2.611,2.241,3.498,1.254,1.028,3.471,3.032,3.1,1.477,3.527,1.765,4.314,0.821,4.811,3.733,3.037,1.998
hsa-miR-34c-5p,10.278,7.147,8.668,6.019,13.748,7.909,8.132,8.762,7.064,6.488,10.098,6.606,3.735,5.449,10.221,9.62,6.866,3.985,11.638,8.045,14.315,1.477,13.576,10.196,34.57,6.331,29.578,22.686,10.098,10.526
hsa-miR-3529-3p,0.435,0,0.069,0.202,0.23,0.064,0.223,0.308,0.246,0.056,0.777,1.159,0.373,0.341,0.09,0.292,0.594,0.129,0.476,0.27,0.418,0,1.242,0.196,0.661,0.586,0.392,1.206,0.24,0.477
hsa-miR-3529-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3591-3p,0.261,0.258,0.137,0.051,0.077,0,0,0.213,0,0,1.554,0.386,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0
hsa-miR-3591-5p,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3605-3p,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-3605-5p,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3606-3p,0,0,0.034,0.101,0,0,0,0.071,0.049,0,0,0,0,0,0,0,0,0,0.068,0.06,0.07,0,0.022,0,0,0,0.036,0,0,0
hsa-miR-3606-5p,0,0,0.034,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0.029,0,0,0,0.08,0.03
hsa-miR-3607-3p,11.236,33.674,15.864,27.11,28.149,19.644,6.568,32.184,17.721,34.836,24.469,35.734,36.038,11.125,12.821,16.034,24.626,21.98,6.125,9.666,26.087,29.245,16.527,24.117,28.243,24.034,20.42,27.74,29.733,38.973
hsa-miR-3607-5p,0.174,1.095,0.137,0.202,0.538,0.957,0.894,0.426,0.32,0.808,0.388,0.422,0.373,0.568,0,0.292,0.396,0.643,0.544,0.63,0.836,0.591,0.466,2.549,0.863,1.172,0.321,0.459,0.986,1.073
hsa-miR-3609,0.348,0.386,0.48,0.354,0.307,0.255,2.145,0.426,0.492,0.919,0.388,0.597,0.56,0.341,1.255,0.583,0.858,0.514,1.157,0.931,0.871,0.295,0.532,0.196,1.035,1.29,0.713,0.747,0.932,1.073
hsa-miR-361-3p,0,0.322,0.206,0,0.115,0,0.045,0.237,0.098,0.111,0.388,1.37,0.747,0.341,0.807,0,0.396,0.129,0.136,0.09,0.244,0,0.244,0.196,0.23,0.117,0.463,0.345,0.266,0.209
hsa-miR-361-5p,3.484,3.734,2.227,3.642,2.074,2.615,4.2,5.115,2.757,3.676,4.272,5.06,4.668,7.606,8.607,2.769,3.565,1.285,3.743,3.572,3.344,1.772,3.083,3.333,2.416,0.821,2.708,2.125,3.517,2.236
hsa-miR-3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3611,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0.196,0.029,0,0,0,0.027,0
hsa-miR-3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3613-3p,0.087,0.193,0.034,0,0.115,0,0.089,0.095,0.123,0.056,0.388,0.703,0.187,0,0.359,0.292,0,0.257,0.34,0.36,0.313,0,0.399,0.392,0.086,0.117,0.178,0.23,0.613,0.149
hsa-miR-3613-5p,3.832,4.378,1.987,2.782,2.688,1.913,4.513,3.434,6.473,6.349,4.661,5.973,3.174,9.763,6.814,5.685,5.942,3.085,5.717,6.304,4.214,2.363,8.341,9.804,3.681,5.51,3.1,4.25,6.474,5.874
hsa-miR-3614-3p,0.087,0.386,0.24,0.152,0.269,0.319,0.268,0.497,0.197,0.167,1.942,1.546,0.747,0.454,0.628,0.146,0.066,0.257,0.136,0.21,0.209,0,0.089,0.196,0.259,0.117,0.107,0.057,0.027,0.209
hsa-miR-3614-5p,0,0.129,0.034,0.253,0.192,0.128,0,0.118,0.098,0.028,0.777,1.124,0.373,0.341,0.359,0,0,0.129,0,0.03,0.07,0.295,0.044,0,0.173,0,0.071,0.115,0.027,0.03
hsa-miR-3615,7.403,7.533,4.9,6.626,6.375,4.082,2.055,7.247,3.446,8.521,9.71,9.065,5.415,5.108,4.393,2.769,8.319,7.584,8.371,3.062,6.374,3.545,7.298,4.706,3.394,4.69,4.668,4.365,5.195,7.514
hsa-miR-3616-3p,1.132,0.386,0.445,0.405,0.461,0.446,0.626,0.308,0.566,0.724,0,1.195,0.373,0.908,0.359,0.146,1.32,0.643,0.953,0.21,0.662,1.477,0.288,0,0.058,0,0.214,0.057,0.293,0.865
hsa-miR-3616-5p,0.087,0,0,0,0,0.128,0,0,0,0,0,0.07,0,0,0,0,0.066,0,0,0.03,0.035,0,0,0,0,0,0.071,0.172,0.027,0
hsa-miR-3617-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3617-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3618,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-3619-3p,0,0,0,0.405,0.038,0.064,0.045,0.142,0.074,0.223,0,0.141,0,0,0,0,0.198,0,0.068,0.09,0,0,0.044,0,0.086,0,0.036,0,0.053,0.03
hsa-miR-3619-5p,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-362-3p,12.542,18.994,9.97,13.555,13.172,10.651,9.428,11.865,14.866,20.077,9.71,6.887,2.054,15.439,15.421,13.118,18.75,3.342,14.565,12.188,17.972,1.477,15.04,11.372,7.823,8.207,8.802,6.318,11.27,17.742
hsa-miR-362-5p,18.813,26.72,9.731,19.726,13.095,11.544,6.434,16.08,24.736,24.867,36.51,38.544,18.486,11.352,20.083,27.84,34.199,20.052,21.03,17.351,41.343,10.339,25.711,14.313,18.148,11.372,27.512,21.02,15.106,28.506
hsa-miR-3620-3p,0.174,0.258,0.24,0.253,0.346,0.319,0.089,0.189,0.295,0.251,0,0.211,0,0.114,0.179,0,0.132,0.129,0.136,0.12,0.383,0.295,0.333,0.588,0.115,0.117,0.214,0.172,0.027,0.447
hsa-miR-3620-5p,0.087,0.193,0,2.883,0.806,0.957,0.491,0.047,0.074,0.084,0,0.035,0,0,0,0,0.066,0.129,0.068,0.03,0.035,0.591,0.022,0.588,0.029,0.117,0,0,0.666,0.03
hsa-miR-3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3622a-3p,0.261,0.322,0,0.202,0.23,0.064,0,0.237,0.123,0.223,0.777,0.562,1.12,0.114,0,0,0.264,0.129,0.408,0.09,0.209,0.886,0.044,0,0.058,0,0.036,0,0.027,0.328
hsa-miR-3622a-5p,0,0,0,0.051,0.038,0.064,0,0.024,0,0.028,0,0.141,0,0,0.09,0,0.066,0,0.068,0,0.035,0,0,0,0,0,0,0.115,0.027,0
hsa-miR-3622b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3622b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-363-3p,1.045,0.258,0.72,0.253,0.73,0.574,0.804,2.297,2.068,3.704,4.272,2.951,0.934,6.811,5.917,0.292,0.528,1.028,1.974,0.27,1.776,0.591,0.754,0.392,0.173,0,0.677,0.345,0.4,2.564
hsa-miR-363-5p,0,0,0,0,0,0,0.045,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3646,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3648,0,0.064,0,0.202,0.038,0,1.206,0.166,0.148,0.139,0,0.035,0.187,0,0,0,0.264,0,0.068,0.09,0,0,0.155,0,0.029,0,0,0.057,0.08,0.119
hsa-miR-3648,0,0.064,0,0.202,0.038,0,1.206,0.166,0.148,0.139,0,0.035,0.187,0,0,0,0.264,0,0.068,0.09,0,0,0.155,0,0.029,0,0,0.057,0.08,0.119
