sample	MX1303_C5JC4ACXX_3_TAGGAT	MX1304_C5JC4ACXX_4_CCGGTG	MX1305_C5JC4ACXX_5_TGTTGG	MX1306_C5JC4ACXX_6_GTATAG	MX1307_C5JC4ACXX_7_AGCATC	MX1307_C5JC4ACXX_7_CAGGCC	MX1310_C5JC1ACXX_4_CTCTAC	MX1310_C5JC1ACXX_4_GGAACT	MX1310_C5JC1ACXX_4_GGACGG	MX1310_C5JC1ACXX_4_TGACAT	MX1355_C6RGTANXX_2_AAGCTA	MX1355_C6RGTANXX_2_ACATCG	MX1355_C6RGTANXX_2_CAAGTT	MX1355_C6RGTANXX_2_CATTCA	MX1355_C6RGTANXX_2_GGAACT	MX1356_C6RGTANXX_3_ATGGCA	MX1356_C6RGTANXX_3_CCTTGC	MX1356_C6RGTANXX_3_CGGCCT	MX1356_C6RGTANXX_3_GCGTGG	MX1356_C6RGTANXX_3_GCTGTA	MX1356_C6RGTANXX_3_GTATAG	MX1356_C6RGTANXX_3_TAGTTG	MX1356_C6RGTANXX_3_TGACAT	MX1357_C6RGTANXX_4_AATTAT	MX1357_C6RGTANXX_4_AGTCTT	MX1357_C6RGTANXX_4_CATGGG	MX1357_C6RGTANXX_4_GCCTAA	MX1357_C6RGTANXX_4_GTAGCC	MX1357_C6RGTANXX_4_TATCGT	MX1357_C6RGTANXX_4_TCTGAG
hsa-miR-6809-3p	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6809-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6810-3p	0.09	0.06	0.14	0.00	0.04	0.06	0.09	0.07	0.03	0.11	0.00	0.11	0.19	0.23	0.27	0.00	0.26	0.00	0.07	0.21	0.10	0.30	0.24	0.00	0.12	0.12	0.32	0.23	0.03	0.09
hsa-miR-6810-5p	0.00	0.00	0.07	0.15	0.00	0.00	0.09	0.02	0.07	0.03	0.00	0.00	0.19	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.06	0.00	0.03
hsa-miR-6811-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
hsa-miR-6811-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6812-3p	0.00	0.06	0.03	0.10	0.00	0.00	0.00	0.05	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.06	0.00	0.00	0.04	0.00	0.00	0.00	0.04	0.06	0.00	0.09
hsa-miR-6812-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.06	0.00	0.00
hsa-miR-6813-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6813-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6814-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6814-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6815-3p	0.09	0.13	0.07	0.15	0.04	0.06	0.00	0.05	0.07	0.03	0.00	0.07	0.19	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.09	0.00	0.04	0.12	0.00	0.00
hsa-miR-6815-5p	0.26	0.13	0.00	0.10	0.12	0.00	0.09	0.07	0.03	0.20	0.00	0.04	0.00	0.11	0.18	0.00	0.26	0.13	0.14	0.18	0.00	0.00	0.22	0.00	0.14	0.00	0.18	0.06	0.24	0.09
hsa-miR-6816-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6816-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6817-3p	0.00	0.06	0.03	0.00	0.04	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
hsa-miR-6817-5p	0.26	0.13	0.07	0.05	0.00	0.00	0.09	0.02	0.05	0.06	0.39	0.11	0.00	0.23	0.09	0.00	0.00	0.00	0.07	0.03	0.14	0.00	0.11	0.20	0.03	0.00	0.00	0.00	0.05	0.06
hsa-miR-6818-3p	0.09	0.06	0.00	0.00	0.00	0.19	0.00	0.07	0.03	0.06	0.00	0.04	0.00	0.00	0.00	0.00	0.07	0.00	0.07	0.00	0.07	0.00	0.11	0.20	0.09	0.23	0.07	0.00	0.05	0.12
hsa-miR-6818-5p	0.17	0.13	0.10	0.51	0.15	0.38	0.05	0.17	0.22	0.36	0.00	0.04	0.19	0.00	0.09	0.15	0.00	0.00	0.07	0.06	0.14	0.00	0.13	0.00	0.03	0.35	0.11	0.06	0.11	0.27
hsa-miR-6819-3p	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6819-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6820-3p	2.09	1.87	0.93	0.96	1.54	2.62	0.67	2.23	1.28	1.89	2.33	0.63	0.00	0.11	0.54	0.15	0.46	0.39	1.16	0.39	1.71	0.30	1.40	0.59	0.43	0.59	0.32	0.17	1.04	1.82
hsa-miR-6820-5p	0.00	0.00	0.03	0.00	0.04	0.06	0.00	0.05	0.05	0.03	0.00	0.07	0.19	0.00	0.00	0.00	0.07	0.00	0.14	0.03	0.10	0.00	0.09	0.00	0.00	0.00	0.00	0.06	0.00	0.18
hsa-miR-6821-3p	0.00	0.00	0.03	0.00	0.00	0.00	0.09	0.05	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.03	0.00	0.00	0.00	0.00	0.03
hsa-miR-6821-5p	0.09	0.06	0.03	0.10	0.00	0.00	0.13	0.02	0.05	0.08	0.00	0.04	0.00	0.11	0.36	0.00	0.00	0.00	0.00	0.06	0.04	0.00	0.07	0.00	0.06	0.00	0.00	0.00	0.03	0.15
hsa-miR-6822-3p	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.03
hsa-miR-6822-5p	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.12	0.00	0.14	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.26	0.14	0.00	0.00	0.00	0.04	0.20	0.03	0.00	0.14	0.00	0.05	0.00
hsa-miR-6823-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6823-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6824-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6824-5p	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6825-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6825-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6826-3p	0.00	0.19	0.21	0.10	0.04	0.06	0.00	0.24	0.12	0.08	0.00	0.00	0.00	0.00	0.27	0.00	0.07	0.00	0.14	0.03	0.17	0.00	0.11	0.00	0.09	0.00	0.00	0.00	0.03	0.00
hsa-miR-6826-5p	0.00	0.13	0.03	0.00	0.04	0.00	0.05	0.00	0.03	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.07	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.03
hsa-miR-6827-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6827-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6828-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6828-5p	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6829-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6829-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6830-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
hsa-miR-6830-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6831-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6831-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6832-3p	0.00	0.00	0.03	0.05	0.04	0.00	0.00	0.02	0.03	0.06	0.00	0.04	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.04	0.06	0.00	0.06
hsa-miR-6832-5p	0.00	0.00	0.00	0.10	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.03	0.18
hsa-miR-6833-3p	0.26	0.19	0.17	0.20	0.12	0.13	0.09	0.21	0.27	0.20	0.00	0.04	0.00	0.00	0.18	0.00	0.07	0.00	0.20	0.03	0.28	0.00	0.36	0.39	0.03	0.12	0.04	0.06	0.13	0.24
hsa-miR-6833-5p	0.00	0.00	0.03	0.00	0.00	0.00	0.05	0.02	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.03	0.00
hsa-miR-6834-3p	0.00	0.00	0.03	0.00	0.04	0.00	0.00	0.02	0.05	0.03	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6834-5p	0.00	0.06	0.00	0.05	0.00	0.06	0.09	0.07	0.07	0.00	0.00	0.07	0.19	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.10	0.00	0.02	0.00	0.06	0.00	0.11	0.00	0.00	0.06
hsa-miR-6835-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6835-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6836-3p	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6836-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6837-3p	1.83	0.97	1.27	0.96	0.61	1.08	0.45	0.92	1.82	1.17	1.55	0.95	0.37	0.57	1.17	0.15	1.06	0.90	1.02	0.33	1.12	0.00	0.62	0.39	0.78	0.59	0.78	1.09	0.53	1.25
hsa-miR-6837-5p	0.00	0.06	0.21	0.00	0.19	0.06	0.00	0.28	0.07	0.03	0.00	0.11	0.19	0.00	0.00	0.00	0.20	0.00	0.00	0.03	0.07	0.00	0.16	0.00	0.00	0.12	0.21	0.06	0.00	0.00
hsa-miR-6838-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6838-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6839-3p	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6839-5p	0.09	0.00	0.10	0.05	0.23	0.06	0.13	0.28	0.62	0.33	0.39	0.39	0.75	0.00	0.00	0.00	0.20	0.26	0.00	0.24	0.07	0.00	0.20	0.20	0.20	0.23	0.46	0.35	0.40	0.15
hsa-miR-6840-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6840-5p	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.02	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6841-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6841-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6842-3p	0.26	0.58	1.34	0.35	0.31	0.38	0.27	0.90	0.32	1.06	0.78	0.81	0.37	0.57	0.18	0.29	0.40	0.51	0.20	0.15	0.21	0.89	0.47	0.00	0.17	0.00	0.18	0.40	0.45	0.60
hsa-miR-6842-5p	0.00	0.00	0.03	0.00	0.00	0.00	0.05	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.02	0.00	0.00	0.00	0.07	0.00	0.00	0.12
hsa-miR-6843-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6844	0.17	0.06	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.23	0.00	0.00	0.00	0.00	0.07	0.00	0.04	0.00	0.02	0.00	0.00	0.00	0.04	0.00	0.03	0.00
hsa-miR-6845-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6845-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00
hsa-miR-6846-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6846-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6847-3p	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.04	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.04	0.00	0.00	0.00
hsa-miR-6847-5p	0.17	0.00	0.10	0.00	0.04	0.06	0.05	0.17	0.05	0.06	0.00	0.07	0.19	0.23	0.18	0.00	0.26	0.00	0.00	0.15	0.04	0.00	0.16	0.20	0.03	0.00	0.11	0.00	0.05	0.12
hsa-miR-6848-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6848-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6849-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6849-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6850-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6850-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6851-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6851-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6852-3p	0.17	0.06	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.03
hsa-miR-6852-5p	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6853-3p	0.00	0.06	0.03	0.05	0.00	0.00	0.00	0.21	0.03	0.00	0.00	0.07	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.07	0.00	0.00	0.00	0.00	0.00	0.04	0.12	0.03	0.06
hsa-miR-6853-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6854-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6854-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6855-3p	0.00	0.00	0.03	0.05	0.08	0.00	0.00	0.14	0.03	0.08	0.00	0.04	0.00	0.00	0.00	0.00	0.26	0.13	0.14	0.06	0.17	0.00	0.04	0.00	0.06	0.00	0.00	0.00	0.00	0.00
hsa-miR-6855-5p	0.17	0.00	0.07	0.00	0.00	0.13	0.09	0.00	0.10	0.08	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.13	0.20	0.09	0.07	0.00	0.20	0.39	0.09	0.00	0.00	0.06	0.11	0.21
hsa-miR-6856-3p	0.09	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00
hsa-miR-6856-5p	0.00	0.00	0.00	0.10	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.09
hsa-miR-6857-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6857-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-6858-3p	0.17	0.19	0.00	0.56	0.12	0.26	0.05	0.21	0.07	0.36	0.00	0.21	0.19	0.11	0.27	0.00	0.20	0.13	0.82	0.03	0.73	0.30	0.07	0.00	0.14	0.12	0.11	0.29	0.29	0.15
hsa-miR-6858-5p	0.26	0.13	0.00	0.05	0.12	0.06	0.22	0.00	0.10	0.14	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.03	0.07	0.00	0.16	0.20	0.09	0.00	0.04	0.00	0.13	0.03
hsa-miR-6859-3p	0.00	0.06	0.00	0.00	0.31	0.00	0.00	0.10	0.03	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.04	0.06	0.00	0.06
hsa-miR-6859-5p	0.00	0.26	0.07	0.05	0.04	0.00	0.00	0.26	0.10	0.03	0.00	0.14	0.19	0.00	0.27	0.15	0.07	0.00	0.14	0.06	0.10	0.00	0.09	0.00	0.00	0.12	0.04	0.00	0.05	0.06
